Cg00025.1	0.0361035	6.12799	0.16773	0.0588889	0.0758625
Cg00075.1	1.34703	0.972618	2.26641	1.77791	0.852576
Cg00118.1	0.483163	0.32759	0.640875	0.361569	0.218065
Cg00131.1	0.387826	3.76198	5.78837	2.96077	0.907326
Cg00144.1	0.4755	0.281422	0.0846233	0.0982528	0.0574875
Cg00145.1	0.592872	0.328769	1.10709	1.04269	0.866059
Cg00176.1	0.361479	0.122622	0.111983	0.09555	0.224492
Cg00212.1	0.392698	3.21169	3.37699	1.82459	4.63625
Cg00229.1	0.138708	0.1349	0.079576	0.0791222	0.0561802
Cg00239.1	0.0791531	0.0730191	0.0435205	0.0408785	0.0259018
Cg00262.1	0.287684	1.09658	0.369604	0.226465	0.274755
Cg00379.1	0.115076	0.0344216	0.0419917	0.0528285	0.0678719
Cg00389.1	0.333046	0.115375	0.114276	0.154082	0.116081
Cg00397.1	0.438031	0.296714	0.94084	1.14266	0.595639
Cg00404.1	0.969382	0.0906875	0.165836	0.166045	0.253594
Cg00555.1	0.0817785	0.247878	0.181103	0.151015	0.201809
Cg00607.1	0.0582847	0.13162	0.187803	0.142336	0.243562
Cg00627.1	0.167183	0.182227	0.0665566	0.12747	0.0903333
Cg00639.1	0.626542	0.942587	0.844583	0.91834	0.323893
Cg00753.1	0.0475892	0.0849122	0.111725	0.117862	0.123257
Cg00773.1	0.0724753	0.076649	0.0232105	0.0145447	0.00825854
Cg00824.1	0.186692	0.0937764	0.0758045	0.107492	0.049592
Cg00825.1	1.39003	0.541972	0.60125	0.954108	0.81726
Cg00848.1	0.835063	0.681153	0.463066	0.533399	0.998601
Cg00864.1	0.259281	0.650753	0.694604	0.461215	0.62892
Cg00938.1	0.0924594	0.0579906	0.0567993	0.0671497	0.0413552
Cg01000.1	0.0469865	0.444649	0.381483	0.200019	0.26503
Cg01023.1	0.0835615	0.118467	0.0797903	0.045267	0.0236566
Cg01030.1	0.00113272	0.0264505	0.0254432	0.00772267	0.00410108
Cg01186.1	0.209924	0.3695	0.623531	0.582358	0.458205
Cg01192.1	0.348785	1.9194	0.500243	0.300224	0.448698
Cg01279.1	1.82285	0.587733	0.431135	0.449413	0.329371
Cg01288.1	0.116155	0.0951389	0.234718	0.215002	0.188696
Cg01295.1	0.248345	0.0598302	0.109164	0.129342	0.0534229
Cg01377.1	0.242278	3.3474	0.64641	0.402094	0.815028
Cg01388.1	0.0100729	0.0270608	0.0562052	0.0332053	0.0985389
Cg01403.1	5.16774	0.76649	1.29468	1.62736	2.32347
Cg01404.1	0.16876	0.0822677	0.0420934	0.0838469	0.10154
Cg01408.1	0.183219	0.140022	0.0718427	0.106006	0.0477476
Cg01474.1	0.0632556	0.065058	0.0727257	0.0511212	0.018609
Cg01604.1	0.184	0.256755	0.0674378	0.0667267	0.0498878
Cg01606.1	0.358465	0.135437	0.138945	0.131221	0.122768
Cg01684.1	0.118225	5.43757	1.13687	0.481201	0.698434
Cg01830.1	0.0497382	0.0697208	0.0507826	0.0642587	0.120255
Cg01875.1	1.46066	0.918444	0.289371	0.268873	0.0950573
Cg01878.1	0.0776566	0.025647	0.0188495	0.0254526	0.00787601
Cg02113.1	0.26908	0.0597156	0.119907	0.137729	0.164614
Cg02253.1	1.27805	1.27911	0.670583	0.665931	0.542875
Cg02290.1	0.14509	0.0952851	0.0517434	0.0897194	0.0308424
Cg02334.1	0.309213	0.380847	0.281395	0.208095	0.576288
Cg02351.1	0.774344	0.270231	0.403719	0.457198	0.346786
Cg02473.1	0.326665	0.252103	0.470642	0.576101	0.153773
Cg02488.1	0.696816	0.282533	0.231335	0.231919	0.254179
Cg02491.1	0.626368	0.315817	0.260883	0.148199	0.13495
Cg02512.1	0.0433243	0.0396698	0.0138851	0.00450392	0.0119318
Cg02528.1	0.054249	0.0779944	0.295942	0.204687	0.204679
Cg02549.1	0.374542	0.136016	0.371139	0.399639	0.806837
Cg02576.1	3.10777	1.0258	1.53765	1.46255	1.3437
Cg02660.1	0.092251	0.12749	0.156075	0.150214	0.193687
Cg02908.1	0.00180942	0.0543927	0.0573097	0.0456205	0.161946
Cg03002.1	0.285486	1.49822	0.363587	0.329241	0.316532
Cg03039.1	0.179908	0.372972	0.424208	0.401069	0.383524
Cg03092.1	0.190775	0.243092	0.305443	0.319147	0.452347
Cg03163.1	3.36406	4.53833	6.98642	9.33851	11.6011
Cg03239.1	0.141803	0.0758622	0.0890125	0.0758944	0.05365
Cg03246.1	0.0274837	0.0514674	0.0268102	0.0386969	0.109406
Cg03278.1	0.3132	0.378691	0.170565	0.159456	0.125303
Cg03281.1	0.141731	0.136585	0.0938993	0.0811167	0.0544274
Cg03330.1	0.288289	0.183968	0.194856	0.24116	0.124004
Cg03369.1	0.0590986	0.0423351	0.0123144	0.0172588	0.0309737
Cg03457.1	0.335047	0.204108	0.0586944	0.0799368	0.0895878
Cg03551.1	0.432486	0.271989	0.409444	0.252023	0.217056
Cg03560.1	0.0685653	0.509576	0.101843	0.0419531	0.304805
Cg03595.1	0.930997	0.253694	0.427052	0.490587	0.495597
Cg03609.1	0.28619	0.118774	0.0969253	0.0999403	0.117107
Cg03610.1	0.30769	0.0910219	0.164777	0.217681	0.167454
Cg03654.1	0.225245	0.585406	0.169656	0.0984649	0.125084
Cg03658.1	0.0332939	0.0476389	0.103258	0.0850507	0.134285
Cg03659.1	0.0266714	0.188777	0.143897	0.0733677	0.123389
Cg03706.1	0.247992	0.129569	0.11508	0.266257	0.283851
Cg03709.1	0.019601	0.0521438	0.0896899	0.0445316	0.0764049
Cg03720.1	0.431771	0.570142	0.586351	0.580507	1.23913
Cg03740.1	0.00513375	0.0286923	0.0206132	0.0326317	0.0283777
Cg03799.1	1.88204	1.81266	1.87411	2.11194	3.29334
Cg03815.1	0.0415139	0.0187432	0.030433	0.0154611	0.00691868
Cg03867.1	0.12309	0.164198	0.216026	0.209598	0.258881
Cg03891.1	0.0116312	0.47109	0.325355	0.170842	0.433503
Cg04233.1	0.649663	1.43051	0.888594	0.580094	0.716372
Cg04275.1	0.200692	0.137203	0.168165	0.164013	0.0600531
Cg04340.1	0.0692056	0.191951	0.125945	0.0703521	0.134029
Cg04369.1	0.360826	0.201423	0.138888	0.199923	0.439035
Cg04383.1	5.61535	2.79077	4.7424	5.84247	2.5125
Cg04521.1	0.802038	0.328499	0.457764	0.384934	0.231266
Cg04525.1	0.0260632	0.0265435	0.117068	0.0958802	0.0795542
Cg04542.1	0.107004	0.0366465	0.0570736	0.0706833	0.0628378
Cg04649.1	0.305347	0.275443	0.225081	0.240047	0.150091
Cg04672.1	2.04393	0.818375	1.42622	1.5638	1.22158
Cg04752.1	0.748944	1.31327	1.26175	1.65724	0.501316
Cg04798.1	1.61105	0.481569	0.643576	0.814767	0.194543
Cg04883.1	0.081199	0.209968	0.174761	0.147003	0.327586
Cg04903.1	0.170344	0.286542	0.229017	0.224994	0.321057
Cg05027.1	0.124955	0.394406	0.120348	0.00833406	0.241781
Cg05043.1	0.175235	0.247075	0.466653	0.386885	0.583333
Cg05063.1	0.323597	0.183537	0.109663	0.115137	0.153459
Cg05170.1	0.0912552	0.232284	0.126656	0.106002	0.132147
Cg05173.1	8.79337	7.53406	4.70247	4.26319	3.85434
Cg05268.1	0.213994	0.509188	0.425424	0.463257	0.386396
Cg05351.1	1.74311	9.58917	6.59323	4.39628	5.46681
Cg05516.1	0.186103	0.101386	0.110684	0.0969181	0.0714733
Cg05565.1	0.0497743	0.353424	0.0667003	0	0.159093
Cg05617.1	0.0793767	0.044108	0.133303	0.0989934	0.133707
Cg05646.1	1.29999	0.650906	0.52151	0.652531	0.530615
Cg05727.1	0.822618	1.83799	1.03754	0.689243	0.786625
Cg05866.1	0.0816462	0.0360219	0.0124724	0.0348743	0.0296266
Cg05959.1	0.342052	0.382663	0.34522	0.159498	0.227023
Cg05977.1	1.49318	2.00561	2.17682	1.44847	3.00079
Cg06062.1	0.0485434	0.0328719	0.0832476	0.118502	0.395076
Cg06077.1	1.09025	0.742906	0.61125	0.714979	0.515292
Cg06087.1	0.922642	1.37903	0.755302	0.637434	0.836656
Cg06126.1	0.377274	0.165952	0.318374	0.588924	0.0616819
Cg06151.1	0.0326151	0.0117891	0.00981059	0.00931469	0.00669042
Cg06159.1	0.0758007	0.072583	0.0612174	0.086209	0.142258
Cg06271.1	0.191003	0.928108	0.185778	0.0429514	0.2703
Cg06353.1	0.631757	0.263788	0.469969	0.368538	0.308036
Cg06414.1	2.02359	2.67626	1.18583	0.742434	1.10147
Cg06456.1	0.153358	0.0735399	0.0621299	0.0529469	0.032944
Cg06632.1	0.128557	0.117959	0.212872	0.255112	0.425868
Cg06765.1	0.00552899	0.193088	0.195702	0.0740809	0.170559
Cg06889.1	0.239428	0.155158	0.183088	0.204439	0.387934
Cg06949.1	0.457708	0.380358	0.685684	0.569038	0.295053
Cg07044.1	0	0.00928729	0.00697424	0.00641097	0.0241731
Cg07085.1	0.0500399	0.0330861	0.0205862	0.0636358	0.013566
Cg07092.1	0.207844	0.0436437	0.0612139	0.144384	0.0293291
Cg07094.1	0.177671	0.101977	0.126486	0.10095	0.0652663
Cg07138.1	0.0212117	0.0874431	0.042749	0.0746413	0.150797
Cg07168.1	0.594878	0.306942	0.202553	0.174191	0.142543
Cg07273.1	0.321105	0.180139	0.137632	0.172256	0.0864059
Cg07286.1	0.416031	0.506767	0.664128	0.786944	0.724094
Cg07292.1	0.189625	0.41533	0.976569	0.460181	0.661132
Cg07330.1	0.0161305	0.0212887	0.00892639	0.0130817	0.037708
Cg07340.1	1.14084	0.849649	1.31562	1.21102	2.36584
Cg07380.1	0.0882951	0.184371	0.2267	0.212205	0.365247
Cg07426.1	0.131986	0.148926	0.217532	0.1987	0.319547
Cg07485.1	0.434538	0.152173	0.155413	0.208948	0.0902635
Cg07491.1	0.230293	0.402396	0.330638	0.352059	0.531292
Cg07703.1	0.752521	0.317896	0.221981	0.246458	0.111188
Cg07957.1	0.096892	0.108724	0.0735201	0.0833844	0.185608
Cg07966.1	0.042417	0.122845	0.073066	0.0465687	0.0269387
Cg08106.1	0.880208	0.571858	0.314142	0.565087	0.681063
Cg08213.1	0.069966	0.0393913	0.0261069	0.0294381	0.012993
Cg08221.1	0.127043	0.150962	0.26641	0.234511	0.240574
Cg08400.1	0.201977	0.140906	0.138065	0.130269	0.100849
Cg08456.1	0.454917	0.940906	0.871601	0.81776	0.841927
Cg08518.1	0.352438	0.230773	0.118129	0.13788	0.0883865
Cg08546.1	0.0649462	0.0319865	0.0219842	0.0267937	0.0175345
Cg08551.1	0.543733	0.571288	0.171034	0.245626	0.494458
Cg08682.1	0.587802	0.608302	0.233622	0.274532	0.621937
Cg08751.1	2.02461	4.23142	6.03437	4.24569	5.44142
Cg08810.1	0.185494	0.111035	0.121613	0.0864698	0.0366382
Cg08840.1	0.119858	0.119955	0.10926	0.0907559	0.0321509
Cg09036.1	0.0390073	0.0354351	0.0193217	0.00670264	0.0191615
Cg09039.1	0.692399	0.651233	0.329998	0.435153	0.557535
Cg09065.1	2.24529	0.717795	0.622299	0.922729	0.471313
Cg09254.1	0.162164	0.500792	0.210966	0.191029	0.447622
Cg09575.1	0.0792344	0.0287141	0.0375014	0.0446156	0.0262016
Cg09605.1	0.0171656	0.049667	0.155561	0.0719594	0.0652958
Cg09630.1	3.47997	0.669312	0.73384	0.62467	0.275492
Cg09631.1	0.068224	0.0194925	0.0586792	0.0364396	0.025472
Cg09697.1	3.08043	1.67039	1.15678	1.60629	0.908955
Cg09702.1	0.0325226	0.194184	0.301803	0.1532	0.101394
Cg09788.1	0.0291566	0.051424	0.087999	0.0920858	0.151031
Cg09818.1	0.164131	0.0805358	0.0295833	0.0703184	0.0218229
Cg09869.1	0.155573	0.19057	0.268187	0.199166	0.303428
Cg09956.1	0.779062	0.938552	1.11557	1.32253	1.62051
Cg10014.1	0.0806028	0.0722944	0.124559	0.208506	0.102703
Cg10038.1	1.11158	1.36496	0.738382	0.706101	0.361059
Cg10134.1	0.00587236	0.00997208	0.0103013	0.0128793	0.0375201
Cg10180.1	0.243913	0.252283	0.126298	0.200293	0.0882392
Cg10216.1	1.76525	1.31888	0.550413	0.298106	0.52234
Cg10224.1	0.246943	0.449872	0.283133	0.278853	0.776941
Cg10246.1	0.0645399	0.146258	0.0326949	0.0142341	0.0240375
Cg10340.1	0.00077601	0.0139625	0.0129789	0.0126854	0.0210726
Cg10542.1	0.0956684	0.0270328	0.0790101	0.0759625	0.0091991
Cg10561.1	0.0460201	0.0284082	0.0111154	0.00402611	0.0269713
Cg10624.1	0.0144209	0.00691222	0.0924472	0.0305202	0.0718326
Cg10675.1	0.0981618	0.416215	0.124243	0.0839073	0.102386
Cg10727.1	0.19831	0.0819469	0.134861	0.216693	0.112608
Cg10867.1	2.05467	6.41319	2.93689	2.44592	3.85316
Cg10874.1	3.04291	1.69167	1.84048	2.0483	1.38277
Cg10940.1	0.0481045	0.0754792	0.127124	0.0935319	0.121825
Cg10967.1	0.0254735	0.0419479	0.0845177	0.0660299	0.10477
Cg11019.1	0.12465	0.123825	0.0944451	0.0781729	0.0393198
Cg11056.1	0.294378	0.710462	1.59425	1.31645	1.16129
Cg11061.1	1.15309	0.902271	1.00082	0.484976	0.448569
Cg11219.1	0.11531	0.154866	0.297583	0.218212	0.203214
Cg11274.1	0.124483	0.182234	0.182683	0.168701	0.261545
Cg11319.1	0.00344217	0.00561639	0.0146425	0.00717927	0.0231952
Cg11341.1	0.0686594	0.252515	0.14767	0.0862417	0.21047
Cg11343.1	0.261329	0.525219	0.384535	0.235216	0.39542
Cg11347.1	0.115585	0.066499	0.040074	0.0496944	0.0451573
Cg11390.1	0.190784	0.242326	0.317325	0.318996	0.350281
Cg11439.1	1.01175	1.06193	1.87952	1.58663	1.62631
Cg11777.1	8.20785	11.823	11.2716	11.8018	23.2716
Cg11935.1	2.1334	23.0882	17.6292	11.0129	8.89215
Cg12001.1	0.429323	0.570681	0.555851	0.52001	0.930556
Cg12132.1	0.365642	0.988264	2.20454	1.26399	0.732576
Cg12186.1	0.696757	0.393281	0.264756	0.356448	0.317578
Cg12420.1	2.84167	1.79064	1.16252	1.03055	1.17597
Cg12451.1	0.330415	0.212149	0.0813757	0.0757726	0.125015
Cg12493.1	1.03509	4.12017	3.08492	1.76759	2.17713
Cg12727.1	0.0302091	0.252338	0.163591	0.0587413	0.0693906
Cg12952.1	0.0365892	0.0509028	0.0790542	0.060417	0.112814
Cg13027.1	1.8635	1.63758	0.919951	1.04838	0.776861
Cg13073.1	0.019353	0.0610733	0.0464003	0.0485333	0.112612
Cg13126.1	0.0937743	0.0641823	0.0199356	0.0114999	0.00457392
Cg13185.1	0.0131242	0.0186568	0.0267428	0.0353573	0.0586014
Cg13231.1	0.108936	0.136867	0.10068	0.155831	0.268389
Cg13251.1	0.282858	0.204054	0.163818	0.130555	0.087733
Cg13255.1	0.0610983	0.134936	0.23125	0.18827	0.233156
Cg13274.1	0.232628	1.74237	1.37356	1.02484	1.39239
Cg13300.1	0.0692802	0.0902573	0.176685	0.162138	0.219953
Cg13394.1	0.34966	0.290568	0.618931	0.455774	0.417684
Cg13403.1	1.49862	3.53101	2.32315	2.39377	2.84263
Cg13544.1	0.135199	0.167623	0.137689	0.251824	0.485427
Cg13627.1	0.0812927	0.0501583	0.0135481	0.0192921	0.0122112
Cg13670.1	0.738569	1.31533	2.14598	1.21665	1.1667
Cg13754.1	0.0982066	0.13061	0.267184	0.151494	0.18068
Cg13759.1	0.169018	1.06915	0.252502	0.125492	0.0935764
Cg13760.1	0.161785	0.139734	0.114633	0.0557694	0.0482712
Cg13984.1	0.188043	0.293727	0.454556	0.412806	0.21591
Cg13986.1	0.533302	0.324723	0.190528	0.297242	0.278094
Cg13996.1	0.0169419	0.0182932	0.00298024	0.0119235	0.0013701
Cg14063.1	0.341608	0.18771	0.184545	0.265375	0.15445
Cg14165.1	0.0635434	0.0693222	0.129266	0.115888	0.255168
Cg14275.1	0.307755	0.25094	0.072224	0.0729042	0.0571632
Cg14315.1	0.280494	0.667243	0.37542	0.274672	0.334554
Cg14496.1	0.00116149	0.0316048	0.0468472	0.0164385	0.0141505
Cg14577.1	0.0790125	0.116866	0.249542	0.182275	0.0734403
Cg14583.1	0.253007	0.470302	0.368743	0.375271	0.561156
Cg14616.1	0.158346	0.100135	0.253536	0.12211	0.0874128
Cg14674.1	0.401035	0.594365	0.660625	0.435865	0.80924
Cg14759.1	0.0134932	0.0335948	0.0785424	0.0846809	0.120793
Cg14779.1	0.112063	0.117878	1.27282	0.836969	0.935257
Cg14863.1	0.0774264	0.0445819	0.00138533	0.0043092	0
Cg14896.1	0.655076	1.11611	1.37373	1.05856	1.21449
Cg14972.1	0.126028	0.269676	0.138764	0.104752	0.206154
Cg14975.1	0.0643806	0.150141	0.0584615	0.0258479	0.0497778
Cg14988.1	0.0409764	0.0427181	0.00977844	0.0080491	0.014417
Cg15009.1	1.14858	0.463076	0.515917	0.662226	0.3065
Cg15084.1	0.208959	0.0941049	0.0561424	0.0500281	0.0643486
Cg15112.1	0.531306	0.616132	0.685542	0.7645	1.10747
Cg15168.1	0.0303178	0.241703	0.0743983	0.0841326	0.0234605
Cg15214.1	0.871017	2.08099	0.993264	0.917705	1.18826
Cg15252.1	0.275581	0.318729	0.611809	0.485031	0.466573
Cg15285.1	0.00568812	0.0147111	0.045217	0.00956757	0.0187775
Cg15334.1	0.568611	0.524865	0.63866	0.690615	1.41164
Cg15375.1	0.126241	0.110286	0.226623	0.225026	0.24937
Cg15384.1	0.635611	1.33659	0.165702	0.0919385	0.548653
Cg15410.1	0.422764	0.330465	0.261259	0.358917	0.106922
Cg15528.1	0.0533687	0.00825868	0.0100131	0.0143719	0.0135036
Cg15536.1	0.016139	0.0980979	0.109209	0.180615	0.378694
Cg15545.1	0.000291569	0	0	0.000757302	0.0689424
Cg15557.1	0.0505038	0.0385101	0.0518941	0.0915566	0.1699
Cg15634.1	0.125239	0.175056	0.170059	0.204327	0.285328
Cg15640.1	0.255927	0.299465	0.457247	0.719448	0.728747
Cg15773.1	0.0665924	0.02364	0.0252466	0.0148644	0.0101258
Cg16074.1	0.264089	0.256828	0.481076	0.455792	0.970465
Cg16127.1	0.103985	0.076466	0.0942812	0.205764	0.104522
Cg16223.1	0.0588462	0.0228159	0.00567351	0.024432	0.0108849
Cg16326.1	0.0201338	0.032538	0.0327677	0.0683812	0.0833681
Cg16390.1	0.247833	0.62483	0.287356	0.0307883	0.66875
Cg16394.1	0.0484719	0.0106844	0.0509688	0.0465215	0.0330231
Cg16550.1	0.0352708	0.0231375	0.0522194	0.0763535	0.0541108
Cg16726.1	0.602493	0.456993	0.235188	0.268623	0.223342
Cg16816.1	0.0509385	0.0479858	0.119849	0.140751	0.136166
Cg16870.1	0.081683	0.281211	0.124987	0.14704	0.201598
Cg16916.1	0.944698	2.38463	2.04023	1.23492	0.800743
Cg16959.1	0.697979	0.538278	0.533705	0.487083	0.342399
Cg16974.1	0.770149	0.86366	0.399715	0.411948	0.364194
Cg17066.1	0.0171932	0.0145664	0.0618187	0.068849	0.0777736
Cg17074.1	0.519719	1.32026	0.636104	0.629688	0.750708
Cg17141.1	2.21461	0.799233	0.496944	0.378535	0.365201
Cg17317.1	0.210381	0.19406	0.105728	0.0839684	0.0858156
Cg17325.1	0.215925	0.233868	0.365458	0.471455	0.351125
Cg17364.1	0.130035	0.227957	0.371858	0.373854	0.548799
Cg17380.1	0.210173	0.065791	0.0506309	0.067449	0.0690698
Cg17737.1	0.353622	0.490306	0.659396	0.482927	0.922872
Cg17995.1	0.35699	2.25315	0.495431	0.207614	0.298652
Cg18236.1	0.132225	0.58426	0.376312	0.419302	0.201359
Cg18272.1	0.0202348	0.0222038	0.0176647	0.0136603	0.003123
Cg18323.1	0.0807222	0.328945	0.463128	0.49883	0.54891
Cg18644.1	0.0502906	0.309941	0.0832733	0.0294772	0.0219595
Cg18727.1	0.000638569	0.00750892	0.00874302	0.00344339	0.0147394
Cg18768.1	0.257578	0.24918	0.110398	0.0913253	0.0957347
Cg18907.1	0.0636642	0.175233	0.052284	0.017904	0.0484361
Cg18931.1	0.359427	0.506802	0.719128	0.494115	0.604413
Cg18987.1	0.272738	0.664354	1.63695	0.645253	0.499726
Cg19049.1	0.791295	0.492861	0.347639	0.301729	0.599226
Cg19142.1	0.274218	0.359073	0.332157	0.207768	0.585917
Cg19220.1	1.37992	2.27703	0.971385	0.789434	1.25472
Cg19221.1	0.232596	0.265756	0.0838601	0.0508486	0.0863181
Cg19265.1	0.0412441	0.0135835	0.0243631	0.050124	0.0122789
Cg19562.1	0.217737	0.320591	0.341794	0.371924	0.435062
Cg19586.1	2.07523	1.43955	0.676719	1.13773	0.704552
Cg19667.1	0.0253557	0.135513	0.0827049	0.0799785	0.05965
Cg19879.1	0.224232	0.218676	0.124125	0.0982542	0.110441
Cg19952.1	0.0904233	0.165001	0.0706507	0.0741667	0.0630392
Cg19967.1	0.196654	0.107037	0.095999	0.13922	0.0873573
Cg20295.1	0.45833	0.0736125	0.0403691	0.0798698	0.0361788
Cg20299.1	0.379257	0.39859	0.0725792	0.0486201	0.103436
